name,real_name,country,seller_type,sales_count,available_items,rating,approval_very_good,approval_good,approval_neutral,approval_bad,shipping_days,street_address,postal_code,city
TableFlipGames,TableFlip Games,Netherlands,Professional,2313,1486,Outstanding,100 %,0 %,0 %,0 %,13,Jacob Catsstraat 51,3035PC,Rotterdam
Tableflip,Table Flip,United Kingdom,Professional,9731,34361,Outstanding,100 %,0 %,0 %,0 %,16,158 Stonehouse Drive,TN389DN,East Sussex
TableTaps,TableTaps Ltd,United Kingdom,Professional,206,6196,Outstanding,100 %,0 %,0 %,0 %,12,28 Lord Street,LL11 1LR,Wrexham
Tabletopdominion,Tabletop Dominion LTD,United Kingdom,Professional,53,249,Outstanding,100 %,0 %,0 %,0 %,10,11 Knowl Meadow,BB4 4LW,Rossendale
Tabletopevents,Table Top Events,United Kingdom,Professional,460,474,Outstanding,99.1 %,0 %,0.9 %,0 %,14,The Old Exchange Wellington Court,DE56 1UP,Belper
TabletopFabrication,Jack Render,United Kingdom,Professional,626,2465,Outstanding,100 %,0 %,0 %,0 %,20,Flat 4 Ewewash Works,DE7 8GU,Ilkeston
TabletopSanctum,Tabletop Group Ltd,United Kingdom,Professional,640,529,Outstanding,99 %,1 %,0 %,0 %,16,26a Keyford,BA11 1JS,Frome
TabletopTreasurez,Tabletop Treasurez,Netherlands,Professional,1358,62226,Outstanding,100 %,0 %,0 %,0 %,16,Guido Gezellelaan 116,5051MH,Goirle
TacPlay,TacPlay,France,Professional,5348,6306,Outstanding,99.5 %,0.5 %,0 %,0 %,12,88 rue des rossignols,03100,Montluçon
Tactic-Games,TACTIC GAMES,France,Professional,1906,3064,Outstanding,100 %,0 %,0 %,0 %,12,200 rue de la Croix Nivert,75015,PARIS
TakaraToredo,TakaraToredo,Italy,Professional,9245,9435,Outstanding,99 %,1 %,0 %,0 %,16,via antonio bazzini 34,20131,Milano
Tante-Soeren,Tante-Sören,Germany,Professional,501,422,Outstanding,100 %,0 %,0 %,0 %,11,Rudolf-Breitscheid-Straße 16,16225,Eberswalde
Tap-n-Trade,Tap & Trade Retail Ltd,United Kingdom,Professional,3937,4264,Outstanding,100 %,0 %,0 %,0 %,12,11 Settlers Fields,NN15 6GP,Kettering
TapAndTrade,TapnTrade,Italy,Professional,281,63575,Outstanding,100 %,0 %,0 %,0 %,14,"Via Casal Bianco 34, Int 1 B",00012,"Guidonia Montecelio, RM"
tapone,Tap For One Ltd,United Kingdom,Professional,5016,3964,Outstanding,100 %,0 %,0 %,0 %,12,15 Fanshawe Road,CB1 3QX,Cambridge
TAPPZEIT-SHOP,TAPPZEIT,Germany,Professional,3693,43038,Outstanding,100 %,0 %,0 %,0 %,11,Große Straße 81,27283,Verden
Tavern-of-Souls,Tavern of Souls,Germany,Professional,697,11657,Outstanding,100 %,0 %,0 %,0 %,8,Rappaportstraße 58,45768,Marl
tayloredgames,Taylored Games,United Kingdom,Professional,3171,3162,Outstanding,100 %,0 %,0 %,0 %,14,63 Fore Street,TQ7 1PG,Kingsbridge
TCCdasKartenhaus,TCC - Das Kartenhaus,Germany,Professional,4,950,,100 %,0 %,0 %,0 %,16,Friedensstraße 7a,04758,Cavertitz
TCDreams-Berlin,TC Dreams Berlin,Germany,Powerseller,2578,34028,Outstanding,100 %,0 %,0 %,0 %,11,Vietzer Zeile 26,13509,Berlin
TCG-Bernd,TCG-Bernd - Sascha Müller,Germany,Professional,1902,24564,Outstanding,100 %,0 %,0 %,0 %,11,Otto-v.-Lilienthal-Str. 2,34560,Fritzlar
TCG-BREMEN,TCG Bremen,Germany,Professional,4259,17288,Outstanding,100 %,0 %,0 %,0 %,19,Fährer Straße 5,28755,Bremen
TCG-CARD,TCG-CARD,Belgium,Professional,1555,9416,Outstanding,100 %,0 %,0 %,0 %,12,Rue Du Petit Champ 56,7012,Flenu
TCG-Detsuny,Detsuny,France,Professional,12114,66428,Outstanding,100 %,0 %,0 %,0 %,12,1047 Avenue Du 21 Aout 1944,13400,AUBAGNE
TCG-entertainment,Fantasy Cards,Germany,Powerseller,213217,1133116,Outstanding,99.1 %,0.5 %,0.3 %,0.1 %,21,Franz-Joseph-Str. 11,80801,Munich
Tcg-Essentials,Marco Hektor,Austria,Professional,1772,294,Outstanding,99 %,0 %,1 %,0 %,18,Neubaugürtel 48/18,1070,Wien
TCG-Gamescape-GR,Gamescape TCG Store,Greece,Professional,2148,124,Outstanding,98 %,2 %,0 %,0 %,18,IOANNOY METAXA 10,17343,ATHENS
TCG-International,TCG-International,Germany,Professional,54933,20231,Outstanding,99.9 %,0.1 %,0 %,0 %,13,An der Allee 4,27568,Bremerhaven
TCG-Joker,TCG-Joker,Germany,Professional,1061,1651,Outstanding,100 %,0 %,0 %,0 %,13,Neuteilweg 9,86899,Landsberg
TcG-Love,www.TcG-Love.de,Germany,Professional,4316,129165,Outstanding,100 %,0 %,0 %,0 %,13,Ziegelstraße 10,45663,Recklinghausen
TCG-MultiVerse,Carlos García Ramírez,Spain,Professional,3191,61,Outstanding,100 %,0 %,0 %,0 %,9,"Calle Goya 4, 1C",28807,Alcalá De Henares
TCG-Planet,TCG Planet,Germany,Professional,24644,6660,Outstanding,100 %,0 %,0 %,0 %,11,Eulitzstr. 10,09112,Chemnitz
TCG-Portal,TCG Portal,Germany,Professional,11612,13955,Outstanding,99.8 %,0.2 %,0 %,0 %,16,Hoyerswerdaer Str. 22,01099,Dresden
TCG-Triaden,TCG-Triaden,Germany,Powerseller,3151,6927,Outstanding,99.4 %,0.3 %,0.3 %,0 %,13,Helene-Lange-Weg 1,38228,Salzgitter
TCG2GO,TCG2GO,Germany,Powerseller,190,616,Outstanding,100 %,0 %,0 %,0 %,11,Schützenstr. 41,47829,Krefeld
TCGAcademy,TCGAcademy,Spain,Professional,332,3972,Outstanding,100 %,0 %,0 %,0 %,7,C/Goleta Nº2 Bajo 3,03710,Calpe
TCGAMCY,TCGAMCY,Germany,Professional,149,3,Outstanding,100 %,0 %,0 %,0 %,11,Schwalbenstraße 9,45772,Marl
TCGashford,Parker Games,United Kingdom,Professional,1062,394,Outstanding,100 %,0 %,0 %,0 %,10,2 Chapel Mews,TN24 8JN,Ashford
TCGATZENJENS,An- und Verkauf von Sammelkarten Jens Eckardt,Germany,Powerseller,185156,3415,Outstanding,97.5 %,1.5 %,0.8 %,0.2 %,17,Sonneberger Straße 20,06116,Halle/Saale
TCGBandits,TCG Bandits,Belgium,Professional,59,4603,Good,100 %,0 %,0 %,0 %,10,Platijn 13,1730,Asse
TCGBrugialdi,TCGBrugialdi,Italy,Professional,138,290,Outstanding,99 %,1 %,0 %,0 %,14,"Via San Martino della Battaglia,10",21052,Busto Arsizio
tcgcardsuk,TCG Cards,United Kingdom,Professional,32634,336282,Outstanding,99.4 %,0.2 %,0.4 %,0 %,12,13 West Street,S70 5PF,BARNSLEY
TCGDen,TCG Den,Portugal,Professional,16900,380590,Outstanding,99 %,1 %,0 %,0 %,25,"Urbanização dos Piornais, R. dos Piornais 10 R/C - A",9000-679,Funchal
TCGEmporium,TCG Emporium,United Kingdom,Professional,5969,83103,Outstanding,100 %,0 %,0 %,0 %,16,17 Castburn Road,G67 3DG,Cumbernauld
tcgenerations,Card Shop SNC,Italy,Professional,736,833,Outstanding,100 %,0 %,0 %,0 %,15,via montebello 18,27058,voghera
TCGEnte,Marko Lubec,Germany,Professional,1128,13541,Outstanding,100 %,0 %,0 %,0 %,8,Hoherodskopfstraße 11,61169,Friedberg
TcgFoilAndFate,Patrizia Vaccarini,Italy,Powerseller,430,56886,Outstanding,100 %,0 %,0 %,0 %,16,Via Augusto Vanzetti 62,05100,Terni
tcgforeningen,TCG Foreningen,Norway,Professional,384,4501,Outstanding,100 %,0 %,0 %,0 %,14,Østre Strandvei 83,3482,Tofte
TCGGear,TCG Gear Ltd,United Kingdom,Professional,2348,63018,Outstanding,100 %,0 %,0 %,0 %,12,Autumn Drive,S667DZ,Rotherham
TCGGold-Cards,Bickmann & Janßen GbR,Germany,Professional,30547,1067,Outstanding,98 %,2 %,0 %,0 %,19,Salzstraße 35,48143,Münster
TCGHive,TCGHive,Germany,Professional,137,4445,Outstanding,100 %,0 %,0 %,0 %,9,Wichernstr. 6,47807,Krefeld
TCGinternational,Joffrey Angevare,Netherlands,Professional,1351,116,Outstanding,100 %,0 %,0 %,0 %,11,Ooievaarstraat 123,1781VM,Den Helder
TCGLaden,Spielregal Farkas,Switzerland,Professional,3233,12513,Outstanding,100 %,0 %,0 %,0 %,5,In Der Ey 52,8047,Zürich
TCGLigaMurten,TCG Liga Murten,Switzerland,Professional,12627,5389,Outstanding,99.3 %,0 %,0.7 %,0 %,9,Baslerstrasse 174,4632,Trimbach
TCGLoveOpenings,Stanislaw Jemeljanow,Germany,Professional,5376,969,Outstanding,100 %,0 %,0 %,0 %,13,Ginnheimer Landstraße 182,60431,Frankfurt
TCGPoint,"KUMU, s. r. o.",Slovakia,Professional,1142,1886,Outstanding,98.9 %,1.1 %,0 %,0 %,21,Juzna Trieda 4b,04011,Košice
TCGpremiumLLC,TCG PREMIUM LLC,Slovenia,Powerseller,46,1232,Good,100 %,0 %,0 %,0 %,9,Barjanska cesta 80,1000,Ljubljana
tcgrealestate,Tcgrealestate Ltd,United Kingdom,Professional,15990,1067,Outstanding,100 %,0 %,0 %,0 %,,53 Rowan Lane,PL14 6FG,Liskeard
TCGs-At-Hart,TCGS@HART Ltd,United Kingdom,Professional,1157,31694,Outstanding,99.6 %,0 %,0.4 %,0 %,11,7-9 Victoria Road,TS24 7SE,Hartlepool
TCGSchweiz,André Schwarz PrintHouse Schwarz,Switzerland,Professional,1327,6073,Very good,96 %,3 %,1 %,0 %,11,Buchholzstrasse 43,3604,Thun
TCGSHOPDE,Trading Card Shop,Germany,Professional,855,84,Outstanding,100 %,0 %,0 %,0 %,11,Akazienstrasse 27,65933,Frankfurt Am Main
TcgSouth,TCG SOUTH AS,Norway,Professional,590,30896,Outstanding,100 %,0 %,0 %,0 %,13,Kirkegaten 11,4878,Grimstad
TCGstarsNL,TCG Stars,Netherlands,Professional,29,1665,Good,100 %,0 %,0 %,0 %,13,Komijnweg 30,3541RK,Utrecht
TCGWarehouse,TCG Warehouse Kai Schmidt,Germany,Powerseller,38034,44573,Outstanding,100 %,0 %,0 %,0 %,16,Gutenbergplatz 1,04103,Leipzig
TcgWorldMeyer,TCG-World Meyer,Germany,Professional,2038,1293,Outstanding,100 %,0 %,0 %,0 %,16,Hatterather Weg 54,52511,Geilenkirchen
TCS-COLLECTIBLE,TCS COLLECTIBLE,Italy,Professional,294,55,Very good,97 %,1 %,2 %,0 %,21,VIA ROMA 25,26863,ORIO LITTA
Team-Samuringer,Team-Samuringer,Germany,Professional,1914,34,Very good,98 %,0 %,2 %,0 %,,Dr.-Gilles-str. 24,52249,Eschweiler
teddy82,Teddy Campourcy,France,Professional,6285,7645,Outstanding,100 %,0 %,0 %,0 %,12,14 RUE DE LA PASSERELLE,82100,CASTELSARRASIN
TEMPEST-STORE,TEMPEST STORE SL,Spain,Powerseller,153713,2664578,Outstanding,99.4 %,0.4 %,0.2 %,0 %,10,"CALLE TIMOTEO DOMINGO, 17, LOCAL",28017,Madrid
templars-arena,Templars Arena Gamecenter,Portugal,Professional,398,6898,Outstanding,99 %,1 %,0 %,0 %,9,"Urbanização Universidade Católica Lote 30, Bloco D, Fracção AB",2635-631,Rio de Mouro
TemploWargames,Templo Wargames,Spain,Professional,166,492,Outstanding,100 %,0 %,0 %,0 %,8,Mariana de Arteaga 38 Bajo,11100,San Fernando
TemposGames,Tempos Games,Portugal,Professional,8744,164489,Outstanding,100 %,0 %,0 %,0 %,8,Lisboa,1500-295,Lisboa
TesoroDragon,El Tesoro del Dragon Blanco,Spain,Professional,10886,41714,Outstanding,99.2 %,0.4 %,0.4 %,0 %,10,Aprestadora 110 Local 2,08902,Hospitalet de Llobregat
Testzone,Julian Lauer,Germany,Professional,1604,5873,Outstanding,100 %,0 %,0 %,0 %,8,Hainbuchweg 4,35112,Fronhausen
The-Archivist,The Archivist Tavern,Netherlands,Professional,4,40847,,,,,,0,Burgemeester Van Altenastraat 15,4001VB,Tiel
The-Artifact,Artifact,Germany,Professional,6590,7539,Outstanding,100 %,0 %,0 %,0 %,11,An der Schmiede 4,34346,Hann. Münden
The-Collectible,Cesar De Freitas,Spain,Professional,1038,14959,Outstanding,100 %,0 %,0 %,0 %,9,Paseo Anelier 10 2A,31014,Pamplona
The-Games-Table,The Games Table Ltd,United Kingdom,Professional,2847,39264,Outstanding,100 %,0 %,0 %,0 %,11,4 Lone Barn Road,NR7 8HZ,Norwich
The-Inn-TCG,The Inn TCG,Germany,Powerseller,65207,882797,Outstanding,99.8 %,0.1 %,0.1 %,0 %,16,Schloßplatz 13,09113,Chemnitz
The-Magic-Hamster,Paavo Sattler,Germany,Professional,9429,86727,Outstanding,99.5 %,0.5 %,0 %,0 %,16,Gerberstraße 2,73650,Winterbach
The-Nerdy-Crab,The Nerdy Crab,Netherlands,Professional,2142,52132,Outstanding,100 %,0 %,0 %,0 %,13,Oliemolensingel 9,7511BA,Enschede
The-TCG-Vault,Trust di Sicue Victor Constantin,Italy,Professional,412,248,Outstanding,100 %,0 %,0 %,0 %,11,Via Feronia 92,00157,Roma
TheAnnexV2,The Annex V2 Limited,United Kingdom,Professional,975,22100,Outstanding,100 %,0 %,0 %,0 %,10,9 Edgebank Ave,BD6 2SW,Bradford
TheArc-hive,Sonny Rodemann,Germany,Professional,407,598,Outstanding,100 %,0 %,0 %,0 %,8,Straße Der Jugend 116,03046,Cottbus
TheArena,The Arena,Germany,Professional,22793,61686,Outstanding,99.4 %,0.3 %,0.3 %,0 %,19,Tränktorstr. 14,85049,Ingolstadt
TheBigBangGames,The Big Bang Games,Spain,Professional,48,611,Very good,95.4 %,2.3 %,2.3 %,0 %,12,C/ Entre Arroyos 1 Local 6,28030,Madrid
TheBrickHut,Lincoln Imp Bricks - The Brick hut,United Kingdom,Professional,134,523,Outstanding,100 %,0 %,0 %,0 %,12,13 High Street,DN214LZ,Gainsborough
TheCardboardCitadel,TheCardboardCitadel,Netherlands,Professional,529,9979,Outstanding,100 %,0 %,0 %,0 %,11,Mare 67,2642KA,Pijnacker
TheCardCitadel,The Card Citadel,Netherlands,Powerseller,706,2645,Outstanding,99 %,1 %,0 %,0 %,13,Vikna 14,9685HD,Blauwstad
TheCardShopBHM,Gallifrey Games ltd,United Kingdom,Professional,163,11,Outstanding,100 %,0 %,0 %,0 %,12,18B Hall Street,B18 6BS,Birmingham
TheDiceCup,The Dice Cup,United Kingdom,Professional,6295,1805,Outstanding,99.6 %,0.4 %,0 %,0 %,12,68-70 Mansfield Road,NG1 3GY,Nottingham
TheGoldenRabbit,THE GOLDEN RABBIT S. L.,Spain,Professional,10770,23879,Outstanding,98.8 %,0.6 %,0.6 %,0 %,10,"Av/ De La Paz 5 Bloque 6, Portal 1, 4º U",29631,Benalmádena
TheJungleManufactory,The Jungle Manufactory,Belgium,Professional,105,734,Outstanding,100 %,0 %,0 %,0 %,12,Rue Général Leman 11,4430,Ans
thekingofgamesUD,The King of Games snc,Italy,Professional,31654,1083,Very good,98.2 %,0.6 %,0.6 %,0.6 %,21,"Via Aquileia, 15/a",33100,Udine
thelotusmarket,Rui De Freitas,Portugal,Professional,7212,118527,Outstanding,100 %,0 %,0 %,0 %,7,Avenida Almirante Reis 193 Lj,1000-048,Lisboa
TheMagicCardTraderUK,Joseph McInally,United Kingdom,Professional,4117,13664,Outstanding,100 %,0 %,0 %,0 %,10,"Burbage, Hinckley",LE10 2FJ,---
TheMagicPlace,Steven Töpperwein,Germany,Professional,4023,204084,Outstanding,100 %,0 %,0 %,0 %,11,Postfach 1825,38008,Braunschweig
TheManaNexus,ManaNexus,Netherlands,Professional,738,26809,Outstanding,97 %,2 %,1 %,0 %,20,Wassenaer van obdamstraat 37,3143KK,Maassluis
TheMindSculptor,David Gomez Maceira,Spain,Professional,31852,73976,Outstanding,98.6 %,0.9 %,0.5 %,0 %,10,Agro do medio,15895,Milladoiro
theNecromancer,theNecromancer Card Trading Austria,Austria,Powerseller,19960,120440,Outstanding,100 %,0 %,0 %,0 %,14,Oberer Ulmenweg 8a,8073,Feldkirchen bei Graz
TheNextGeneration,The Next Generation LTD,Bulgaria,Powerseller,12144,7994,Outstanding,100 %,0 %,0 %,0 %,24,ul. Krivina 30,1574,Sofia
TheNoenoevault,The Noenoevault,Netherlands,Professional,720,1820,Outstanding,100 %,0 %,0 %,0 %,11,Molendijk 1,3295LD,‘s Gravendeel
ThePokeCardExpert,Fabian Lenhardt,Germany,Professional,1099,5031,Outstanding,100 %,0 %,0 %,0 %,16,Ringstraße 15,73072,Donzdorf
thermador,"SAS Untap, Upkeep, Draw",France,Professional,3806,66283,Outstanding,99 %,0 %,1 %,0 %,15,"17, Rue Du Paincourt",36000,Châteauroux
TheStufforium,Stuffhere Projects LTD,United Kingdom,Professional,64,50,Outstanding,100 %,0 %,0 %,0 %,8,6 Thomas Edward Coard Building,SN2 8AB,Swindon
TheTCGee,TheTCGee Ltd,United Kingdom,Professional,2263,9348,Outstanding,100 %,0 %,0 %,0 %,12,23 Hood Close,NG34 7WJ,Sleaford
TheTotems,Content Creator Totems,Germany,Professional,521,17,Outstanding,100 %,0 %,0 %,0 %,11,Maximilianstr. 39,76767,Hagenbach
THETOYMOON,The Toy Moon Ltd,United Kingdom,Professional,1650,1673,Outstanding,100 %,0 %,0 %,0 %,20,5B New Road,SN15 1EL,Chippenham
TheUpkeep,TheUpkeep.nl,Netherlands,Professional,527,21040,Outstanding,100 %,0 %,0 %,0 %,9,Brinkstraat 97,7512EC,Enschede
TheVenuePlymouth,The Venue Plymouth Limited,United Kingdom,Professional,38222,51280,Outstanding,99.7 %,0 %,0.3 %,0 %,16,Beaumont Road,PL4 9AZ,Plymouth
thionaMTG,ThionaStore,Spain,Professional,2772,83717,Outstanding,100 %,0 %,0 %,0 %,7,Apartado De Correos 255,28922,Alcorcón
Thokoashi,Magic Akiba,Italy,Powerseller,9178,40271,Very good,97.5 %,1 %,1.5 %,0 %,23,Via Togliatti 86,22066,Mariano Comense (Como)
thoseb,Internethandel Thomas Sebastian,Germany,Professional,24513,118919,Outstanding,100 %,0 %,0 %,0 %,11,Wipperweg 1,06122,Halle (Saale)
ThoxOne,Christian Krassnig,Austria,Professional,907,9302,Outstanding,100 %,0 %,0 %,0 %,14,Akazienhofstraße 79,9020,Klagenfurt
ThreeForOne-AT,Three for One Trading GmbH,Austria,Powerseller,317522,643938,Outstanding,99.6 %,0.3 %,0.1 %,0 %,17,Neulerchenfelder Straße 76,1160,Wien
TiendaMulligan,"TiendaMulligan, S.L.",Spain,Professional,5589,5163,Outstanding,97.5 %,1.7 %,0.8 %,0 %,13,"Calle Jaén 3, Local 4 (enfrente de Desigual)",29004,Málaga
Tier1MTG,Tier1MTG,Denmark,Powerseller,48221,829277,Outstanding,100 %,0 %,0 %,0 %,10,Vipperød Byvej 8A,4390,Vipperød
Tierra616,Tierra616,Spain,Professional,183,3110,Outstanding,100 %,0 %,0 %,0 %,7,"Calle De Linares, 24, 2",47010,Valladolid
tigre90,Emanuele Di Gregorio,Italy,Professional,1599,21763,Outstanding,100 %,0 %,0 %,0 %,14,Sant'Evasio 12,15076,Ovada
Timbuktu-Mtg,Michał Lorenc,Poland,Professional,760,17283,Outstanding,100 %,0 %,0 %,0 %,13,Lentza 35/87,02-956,Warsaw
TimD,Dantim Games,Germany,Professional,19495,180838,Outstanding,100 %,0 %,0 %,0 %,16,Siechenhausweg 13,63741,Aschaffenburg
Time4Magic,Time4Magic S.C.,Poland,Professional,8540,75588,Outstanding,100 %,0 %,0 %,0 %,25,Legnicka 49D,54-203,Wrocław
Timetwistergames,Marco Mancassola,Italy,Professional,6685,53373,Outstanding,98 %,2 %,0 %,0 %,27,Via Roen 9,39100,Bolzano
TimeVaultTCG,TimeVault TCG,France,Professional,1592,44893,Outstanding,98 %,2 %,0 %,0 %,14,1 Allée Louis Nabarrot,64450,THEZE
TirabassiEmidio,Tirabassi Emidio,Italy,Professional,1275,1706,Outstanding,100 %,0 %,0 %,0 %,11,"Di Vittorio, 24",63079,Colli Del Tronto
TK-Cards,Toon Kingdom di Torrisi Claudio,Italy,Professional,5778,1347,Outstanding,99 %,1 %,0 %,0 %,18,Via Renato Fucini 8,95126,Catania
TLink,Timo Schlangenotto,Germany,Professional,6924,7739,Outstanding,100 %,0 %,0 %,0 %,13,Helene-Brehm-Weg 21a,31737,Rinteln
Tmac1982,Tmacs TCG Online,Germany,Professional,511,130,Outstanding,100 %,0 %,0 %,0 %,11,Albert-Moser  Str. 67,71394,Kernen
TN-Shop,Timon Nitsch,Germany,Professional,3132,2038,Outstanding,99 %,1 %,0 %,0 %,16,Emsdettener Str. 10,48268,Greven
TNT-Bakery,Elevani bv,Belgium,Professional,180,47,Outstanding,100 %,0 %,0 %,0 %,14,Gistelse Steenweg 136,8200,Brugge
ToadsTCG,Toad’s TCG LTD,United Kingdom,Professional,885,1858,Outstanding,100 %,0 %,0 %,0 %,16,49 Fairfield Road,FY1 2RA,Blackpool
TobiasGraefensteiner,Tobias Gräfensteiner,Germany,Powerseller,15132,27956,Outstanding,100 %,0 %,0 %,0 %,11,Waldstr. 22,91362,Pretzfeld
Tobii,TOA Cards,Belgium,Professional,277,28333,Very good,98 %,2 %,0 %,0 %,16,Hugo Verriestlaan 9 Bus 0302,3000,Leuven
TobsterToys,Tobias Schinke,Germany,Powerseller,626,6399,Outstanding,100 %,0 %,0 %,0 %,11,Büdericher Str. 7,46286,Dorsten
Togeshii,Nicole Pfeifer,Germany,Professional,1427,683,Outstanding,100 %,0 %,0 %,0 %,11,Im Hirtengrund 8,64297,Darmstadt
tokapite,Dinan TCG,France,Professional,51,710,Outstanding,100 %,0 %,0 %,0 %,11,A22 Résidence Falidor,22100,Dinan
TokioCantillana,Tokio Cantillana,Spain,Powerseller,9433,441500,Outstanding,100 %,0 %,0 %,0 %,8,"Calle Murillo, 16",41320,Cantillana (Sevilla)
TokyoMTG,TokyoMTG Deutschland GmbH,Germany,Powerseller,133602,349939,Outstanding,99.7 %,0.3 %,0 %,0 %,18,Böhmerstr. 32,54290,Trier
TolariaGames,Giovanni Rinaldi,Italy,Professional,1960,11862,Outstanding,100 %,0 %,0 %,0 %,16,Via Parini 54,84091,Battipaglia (SA)
TolarianAcademy,Tolarian Academy,Italy,Professional,13535,439709,Outstanding,100 %,0 %,0 %,0 %,18,Via Bari 30,65010,Spoltore
TomodachiMangaStore,Antonino Leotta,Italy,Professional,57,29,Outstanding,100 %,0 %,0 %,0 %,18,Corso Sicilia 26,95024,Acireale
Topdeck-Belgium,CFlex Consulting SRL,Belgium,Professional,20,175,Good,100 %,0 %,0 %,0 %,10,Rue De Saintes 57,1430,Quenast
TopDeckESP,TopDeck,Spain,Professional,215,213,Very good,97 %,1 %,2 %,0 %,9,"Calle del Cardenal Silíceo, 17, Chamartín, 28002 Madrid",28002,Madrid
topdeckgaming,Topdeck Gaming,Netherlands,Professional,510,3272,Outstanding,100 %,0 %,0 %,0 %,13,handellaan 48,2671VD,naaldwijk
TopdeckOff,Topdeck,France,Professional,1102,2262,Outstanding,100 %,0 %,0 %,0 %,11,140 rue de la Gare,30310,Vergèze
TOPGAMESSRLS,TOPGAMES SRLS,Italy,Professional,3359,20117,Outstanding,100 %,0 %,0 %,0 %,22,Via Valtriano 57,56043,Valtriano(PI)
TopNard,Bottega Fatua,Italy,Professional,7034,78756,Good,93.5 %,2.9 %,3.6 %,0 %,47,Vicenza 154,36077,Altavilla Vicentina (VI)
TopTierGamingUK,Top Tier Gaming,United Kingdom,Professional,1890,76,Outstanding,99.6 %,0.4 %,0 %,0 %,18,22 St. Johns Road,BA11 2BA,Frome
Torchrunner,Tobias Niemeyer,Germany,Professional,1086,5311,Outstanding,100 %,0 %,0 %,0 %,13,Schlehenweg 7,31535,Neustadt Am Rübenberge
TorinoMTG,Pierre Gruson,France,Professional,4008,34443,Outstanding,100 %,0 %,0 %,0 %,12,8 rue fernand villard,23300,La souterraine
TotalCardsUK,Total Cards LTD,United Kingdom,Professional,1351,57970,Outstanding,97.1 %,2.9 %,0 %,0 %,12,6 Maple Way,DL56BF,Newton Aycliffe
ToToCards,Torsten Weierstall,Germany,Professional,758,481,Outstanding,100 %,0 %,0 %,0 %,11,Albertstr. 21,79787,Lauchringen
Towergaming,TowerGaming,Netherlands,Professional,372,404,Outstanding,98 %,2 %,0 %,0 %,15,Verlaatseweg 219b,8331PB,Steenwijk
Towerseller,Towerseller,Italy,Powerseller,11360,35707,Outstanding,98 %,2 %,0 %,0 %,25,Via G.marconi 6,27049,Stradella (PV)
TOY-STORAGE,TOY-STORAGE,Germany,Powerseller,2512,913,Outstanding,100 %,0 %,0 %,0 %,11,Ottostr. 6,40625,Düsseldorf
toycastle-D,toycastle KG,Austria,Powerseller,30145,69254,Outstanding,99.6 %,0 %,0.4 %,0 %,14,Kirschentheuer 51,9162,Strau
toycastle,toycastle KG,Austria,Powerseller,15449,125595,Outstanding,100 %,0 %,0 %,0 %,15,Kirschentheuer 51,9162,Strau
ToyDealer,Roses and Tea S.n.c.,Spain,Professional,363,389,Outstanding,98 %,1 %,1 %,0 %,9,Avenida Camaron de la Isla 10 - Timbre 111,29016,Malaga
ToyHunterVTG,Toy Hunter VTG,France,Professional,6922,89606,Very good,96 %,2 %,2 %,0 %,12,4 rue du chai,49112,pellouailles les vignes
Toysnloot,Toys'N'Loot,Denmark,Professional,1179,406,Very good,96 %,4 %,0 %,0 %,9,Ny Erlevvej 30D,6100,Haderslev
ToyStore54,Mike Jaun,Switzerland,Professional,1990,22119,Outstanding,100 %,0 %,0 %,0 %,5,Kirchweg 15,5420,Ehrendingen
ToyTonys,Nerd Funny Games,Switzerland,Professional,89,272,Outstanding,100 %,0 %,0 %,0 %,9,Via Alle Pezze 15,6950,Tesserete
TPL1989,Tobias Lücke,Germany,Professional,6978,43580,Outstanding,99.4 %,0.6 %,0 %,0 %,16,Overbergstraße 27,48145,Münster
TradeInCards,TradeInCards,Germany,Professional,306,106,Outstanding,100 %,0 %,0 %,0 %,11,Wiebringhausstraße 13,45896,Gelsenkirchen
Trademania,Trademania,Germany,Powerseller,2305,10282,Outstanding,100 %,0 %,0 %,0 %,16,Heinrich-Pesch-str. 111,41239,Mönchengladbach
TRADER-Online,Trader GmbH,Germany,Professional,18133,13581,Outstanding,100 %,0 %,0 %,0 %,14,Carl-Benz-Str. 15-17,48734,Reken
TradersBazaar,“Trader’s Bazaar”,Italy,Professional,2027,22716,Outstanding,99 %,0 %,1 %,0 %,21,Via Cassia 907,00189,Roma
TradingCardCenter,TradingCardCenter,United Kingdom,Professional,2562,2782,Outstanding,99.3 %,0.5 %,0 %,0.2 %,18,11 Canning Town,E16 4JJ,London
TradingCardGenie,Trading Card Genie,Netherlands,Professional,1297,17147,Outstanding,100 %,0 %,0 %,0 %,11,Stellingmolen 17,3352BB,Papendrecht
TradingCardPlanet,Trading Car Planet Ltd,United Kingdom,Professional,1463,1819,Outstanding,100 %,0 %,0 %,0 %,16,3 Ogilvie Way,EH54 8HL,Livingston
